,lotSize,age,landValue,livingArea,pctCollege,bedrooms,fireplaces,bathrooms,rooms,fuel,waterfront,newConstruction,PriceCat
1611,0.07,17,1800,1480,40,3,1,1.5,7,gas,No,No,1
1612,1.25,16,11900,1558,62,3,1,2,7,electric,No,No,2
1613,0.04,0,74800,2648,62,4,1,2.5,11,gas,No,Yes,2
1614,0.39,26,9800,2248,40,4,0,1,10,gas,No,No,1
1615,0.73,85,16400,1461,40,3,0,1,6,oil,No,No,1
1616,0.23,11,7700,1470,40,3,1,2.5,8,gas,No,No,2
1617,0.5,8,4000,1900,40,3,0,1.5,6,gas,No,No,2
1618,0.1,8,13000,2054,62,4,0,2.5,6,gas,No,No,2
1619,0.07,16,1800,1480,40,2,1,2.5,4,gas,No,No,1
1620,0.24,14,8600,1822,40,3,0,2,9,gas,No,No,2
1621,0.01,12,17900,1620,62,3,1,2.5,5,gas,No,No,2
1622,0.1,14,21000,2120,62,4,0,2.5,8,gas,No,No,2
1623,0.27,1,74800,3009,62,5,1,3.5,12,gas,No,Yes,2
1624,0.45,35,9000,1791,40,4,0,1,10,gas,No,No,1
1625,0.07,16,1800,1480,40,2,1,2.5,3,electric,No,No,1
1626,1.75,14,20600,1300,40,3,0,2,4,electric,No,No,2
1627,0.07,16,1800,1480,40,3,1,1.5,5,gas,No,No,1
1628,0.02,15,9700,1876,40,3,0,2,6,gas,No,No,2
1629,0.24,13,8000,1564,40,3,0,2,5,gas,No,No,1
1630,0.28,70,9800,1248,40,3,0,1.5,4,gas,No,No,1
1631,0.11,16,2900,1480,40,2,0,2.5,4,gas,No,No,1
1632,0.55,12,19300,2281,62,4,1,2.5,7,gas,No,No,2
1633,0.4,38,8000,2395,40,3,1,1.5,6,gas,No,No,2
1634,0.05,15,16800,1915,40,4,1,2.5,10,gas,No,No,2
1635,0.3,12,10800,1400,40,3,2,1.5,4,gas,No,No,2
1636,0.37,38,9300,1104,40,4,0,1,9,gas,No,No,1
1637,0.43,14,13500,1796,40,3,1,2.5,8,gas,No,No,2
1638,0.13,15,13700,1512,40,3,0,1.5,6,gas,No,No,2
1639,0.09,95,3200,1646,40,3,0,1,5,gas,No,No,1
1640,0.5,5,4000,1868,40,3,1,2.5,7,gas,No,No,2
1641,0.19,15,6800,1301,40,3,0,1.5,4,gas,No,No,1
1642,0.95,15,11200,1652,62,3,0,2,7,electric,No,No,2
1643,0.35,33,8500,1056,62,3,0,1,7,oil,No,No,1
1644,0.51,22,15100,2312,62,3,0,1.5,10,gas,No,No,2
1645,0.48,15,19200,2072,62,3,0,2.5,5,gas,No,No,2
1646,0.46,20,7800,1200,62,2,0,1,6,electric,No,No,1
1647,0.48,33,12000,1764,62,3,1,1.5,7,oil,No,No,1
1648,0.02,17,20100,960,62,3,0,1,4,gas,No,No,1
1649,0.17,22,15800,988,51,2,0,2,4,gas,No,No,1
1650,0.17,19,15200,1514,51,3,0,1.5,7,electric,No,No,1
1651,0.51,13,26900,1320,61,3,0,2,7,gas,No,No,2
1652,0.69,1,83500,2719,61,3,1,2,9,gas,No,Yes,2
1653,0.61,11,41700,1796,61,3,1,2.5,6,gas,No,No,2
1654,0.38,4,53900,1709,61,3,1,2.5,5,gas,No,No,2
1655,0.4,1,233000,3008,61,4,1,2.5,11,gas,No,Yes,2
1656,0.42,71,18600,1350,61,3,0,1,5,oil,No,No,1
1657,0.47,20,20000,1200,61,3,0,1.5,7,electric,No,No,2
1658,0.47,3,53900,1857,61,3,1,2.5,6,gas,No,No,2
1659,0.66,15,31200,2305,51,4,1,2.5,11,gas,No,No,2
1660,0.49,1,15000,2184,51,3,1,2.5,10,gas,No,Yes,2
1661,0.32,116,16400,1668,51,3,0,2,7,gas,No,No,2
1662,0.44,1,108900,2712,51,4,1,2.5,12,gas,No,Yes,2
1663,0.16,20,15700,912,51,2,0,1.5,3,electric,No,No,1
1664,0.34,21,27000,1508,51,3,0,1.5,4,electric,No,No,2
1665,0.46,28,24500,1232,61,3,1,1,6,electric,No,No,1
1666,0.36,106,35900,1836,51,4,1,1.5,6,gas,No,No,2
1667,0.16,176,46200,4486,51,6,1,4,12,gas,No,No,2
1668,4.21,38,70400,2204,51,3,2,2,8,oil,No,No,2
1669,0.16,19,15100,1184,51,3,0,2,7,gas,No,No,1
1670,0.49,1,15000,2184,51,3,1,2.5,8,gas,No,Yes,2
1671,0.32,116,16400,1668,51,3,0,2,5,gas,No,No,2
1672,0.44,1,108900,2712,51,4,1,2.5,11,gas,No,Yes,2
1673,0.16,20,15700,912,51,2,0,1.5,5,electric,No,No,1
1674,0.34,21,27000,1508,51,3,0,1.5,4,electric,No,No,2
1675,0.46,28,24500,1232,61,3,1,1,4,electric,No,No,1
1676,0.32,15,4650,960,61,3,0,1,4,electric,No,No,1
1677,0.36,106,35900,1836,51,4,1,1.5,8,gas,No,No,2
1678,0.87,12,56300,1836,61,4,1,1.5,6,gas,No,No,2
1679,0.34,42,27100,1803,61,4,0,1.5,6,gas,No,No,2
1680,0.17,9,20400,1463,61,3,1,2,8,gas,No,No,2
1681,0.07,27,16800,1290,61,2,1,1.5,7,gas,No,No,1
1682,0.53,38,29900,2310,61,5,1,2.5,10,gas,No,No,2
1683,0.43,40,26200,1664,61,3,1,2,4,gas,No,No,2
1684,0.06,21,16400,1479,61,3,0,1.5,8,gas,No,No,1
1685,0.26,7,9100,2483,61,4,1,2.5,8,gas,No,No,2
1686,0.46,4,60500,2480,61,4,1,2.5,10,gas,No,No,2
1687,0.36,121,33000,2699,61,6,1,1,12,oil,No,No,2
1688,0.3,28,34000,1676,61,3,1,2.5,8,gas,No,No,2
1689,0.54,38,30200,2816,61,5,1,2.5,10,gas,No,No,1
1690,0.37,26,23800,1966,61,3,0,1.5,7,gas,No,No,2
1691,0.54,39,34700,2112,61,4,1,1.5,9,gas,No,No,2
1692,0.77,9,74400,2762,61,4,1,2.5,12,gas,No,No,2
1693,0.66,23,72200,2184,61,3,1,2.5,9,gas,No,No,2
1694,0.07,22,16800,1480,61,3,0,1.5,7,electric,No,No,1
1695,0.53,39,34700,1624,61,3,0,1,4,gas,No,No,1
1696,0.54,19,30200,1650,61,3,1,2,4,gas,No,No,2
1697,1.34,34,36700,1313,61,2,0,1.5,3,electric,No,No,1
1698,0.65,19,33500,2600,61,4,1,2.5,11,gas,No,No,2
1699,0.13,22,18300,945,61,2,0,1,5,gas,No,No,1
1700,0.28,57,23200,1121,61,3,0,1.5,4,oil,No,No,1
1701,0.81,0,7300,2288,61,3,1,2.5,8,gas,No,Yes,2
1702,0.41,5,43400,2718,61,4,1,2.5,12,gas,No,No,2
1703,0.58,42,31400,2464,61,4,1,2.5,8,gas,No,No,2
1704,0.43,41,45800,2426,61,4,2,2,7,gas,No,No,2
1705,0.38,32,24200,2310,61,5,1,2.5,11,gas,No,No,2
1706,0.94,37,36200,2564,61,4,1,2.5,11,gas,No,No,2
1707,0.39,9,20400,1099,51,2,0,1,3,gas,No,No,1
1708,0.24,48,16800,1225,51,3,1,1,7,gas,No,No,1
1709,0.59,86,26000,1959,51,3,0,1,6,gas,No,No,1
